Custom Table Report,,,,,,,UNOFFICIAL RESULTS
State & Federal Primary and County General,,,,,,,
"August 6, 2026",,,,,,,Hamilton
,,STATISTICS,,,,,
,,Registered Voters - Total,Ballots Cast - Total,Ballots Cast - Republican,Ballots Cast - Democratic,Ballots Cast - General,
,Jane Armstrong,Tina J. Benkiser,Write-in Totals,Carnita Atwater,Tim Cyr,Jerri Green,"Adam ""Ditch"" Kurtz",Kevin Lee McCants,Write-in Totals
EASTSIDE,,,,98,30,293,14,33,10
FAIRMOUNT,364,191,6,37,5,162,5,4,3
FALLING WATER A,67,19,2,5,3,14,3,1,1
FALLING WATER B,174,71,3,9,5,49,3,3,1
FLAT TOP MOUNTAIN,121,39,0,4,0,16,2,0,0
GANNS,582,180,15,44,9,207,14,8,4
GLENWOOD,36,30,3,82,17,213,21,49,1
HARRISON,334,147,2,87,23,213,17,39,7
HARRISON BAY,556,188,4,35,18,161,13,16,3
HIXSON,209,91,0,48,11,198,14,13,4
HUNTER,457,173,6,53,13,193,7,15,4
HURRICANE CREEK,,,,79,17,306,11,45,12
KINGSPOINT,57,28,1,85,17,189,13,57,5
LAKE HILLS,48,10,0,82,13,168,12,38,2
LAKESITE,179,74,4,12,3,50,1,4,1
LOOKOUT MOUNTAIN,,,,12,4,74,3,4,1
LOOKOUT VALLEY,,,,49,21,262,13,15,0
LUPTON CITY,193,73,5,75,18,314,22,15,6
MEADOWVIEW,440,106,2,22,5,88,4,7,1
MIDDLE VALLEY,265,74,3,17,9,112,6,5,4
MISSIONARY RIDGE,,,,40,6,202,16,9,2
MOUNTAIN CREEK A,365,146,7,76,25,398,16,17,0
MOUNTAIN CREEK B,95,42,2,39,15,125,8,5,2
MOUNTAIN CREEK C,,,,5,5,11,3,0,1
MOWBRAY A,72,25,1,3,0,25,1,1,0
MOWBRAY B,134,45,1,8,3,16,1,2,1
MURRAY HILLS,93,31,0,86,16,163,10,29,2
NORTH CHATTANOOGA A,78,32,2,59,19,237,10,12,4
NORTH CHATTANOOGA B,,,,28,10,108,2,5,2
,"REP State Executive Committeewoman, District 11 District 11",,,DEM Governor,,,,,
,VOTE FOR 1,,,VOTE FOR 1,,,,,
,57 of 57 Precincts Reporting,,,92 of 93 Precincts Reporting,,,,,
,Jane Armstrong,Tina J. Benkiser,Write-in Totals,Carnita Atwater,Tim Cyr,Jerri Green,"Adam ""Ditch"" Kurtz",Kevin Lee McCants,Write-in Totals
NORTHGATE,282,100,5,53,17,207,9,23,4
NORTHSHORE,214,86,6,92,33,583,20,22,6
NORTHWOODS,340,138,5,106,23,347,22,23,1
OOLTEWAH,469,170,5,50,15,194,3,13,1
OOLTEWAH GEORGETOWN,305,84,5,15,7,61,5,10,5
OOLTEWAH RINGGOLD,,,,67,22,245,8,14,8
PLEASANT GROVE A,445,170,6,34,9,209,13,18,5
PLEASANT GROVE B,29,8,0,11,3,17,1,0,2
POSSUM CREEK,607,182,8,22,15,133,6,9,1
RED BANK A,,,,93,30,423,33,12,6
RED BANK B,225,128,2,66,24,250,8,14,3
RED BANK C,170,84,3,56,18,248,10,4,3
RIDGEDALE,,,,126,28,383,23,23,7
RIDGESIDE,47,16,3,10,5,60,4,1,3
RIVERVIEW,134,51,8,35,20,332,10,15,6
SALE CREEK,392,96,3,17,10,80,1,3,0
SAVANNAH BAY,413,119,6,31,9,118,4,5,2
SEQUOYAH,397,114,5,17,12,83,7,5,0
SIGNAL MOUNTAIN A,281,178,13,42,10,198,8,11,1
SIGNAL MOUNTAIN B,588,261,22,46,24,339,17,28,2
SILVERDALE,,,,26,7,83,9,18,3
SODDY DAISY A,458,142,5,20,17,119,10,6,0
SODDY DAISY B,394,114,3,37,15,110,10,4,1
SODDY DAISY C,314,76,1,9,5,68,3,4,0
ST ELMO,,,,117,32,498,19,25,1
STUART HEIGHTS,261,128,5,71,24,438,11,20,3
SUMMIT,239,90,1,85,13,181,17,32,9
TYNER,,,,77,11,186,13,35,2
VALLEYBROOK,686,222,10,61,24,335,13,22,4
,"REP State Executive Committeewoman, District 11 District 11",,,DEM Governor,,,,,
,VOTE FOR 1,,,VOTE FOR 1,,,,,
,57 of 57 Precincts Reporting,,,92 of 93 Precincts Reporting,,,,,
,Jane Armstrong,Tina J. Benkiser,Write-in Totals,Carnita Atwater,Tim Cyr,Jerri Green,"Adam ""Ditch"" Kurtz",Kevin Lee McCants,Write-in Totals
WALDEN,249,96,6,18,5,93,3,9,4
WESTVIEW A,,,,23,12,88,5,9,0
WESTVIEW B,,,,44,14,178,10,25,2
WOLFTEVER,419,142,6,111,30,266,13,43,5
WOODMORE,,,,132,21,205,14,80,8
Collegedale Property Rights,,,,0,0,0,0,0,0
Totals,"14,640","5,254",227,"4,935","1,331","16,812",952,"1,780",310
,DEM United States Senate,,,,,,"DEM United States House of Representatives, District 3",,,"DEM Tennessee Senate, District 11 District 11",
,VOTE FOR 1,,,,,,VOTE FOR 1,,,VOTE FOR 1,
,92 of 93 Precincts Reporting,,,,,,92 of 93 Precincts Reporting,,,57 of 57 Precincts Reporting,
,Marquita Bradshaw,Maria Brewer,Kevin Lee McCants,Civil Miller-Watkins,Diana Onyejiaka,Write-in Totals,Anna Golladay,Bryan Martin,Write-in Totals,Tim Roberts,Write-in Totals
AIRPORT A,43,7,2,2,3,0,29,22,0,48,1
AIRPORT B,105,18,33,5,15,3,116,46,6,,
ALTON PARK,251,43,44,6,34,6,238,107,11,,
APISON A,47,8,7,3,7,0,57,12,0,,
APISON B,75,28,12,7,18,0,107,26,2,,
AVONDALE,144,29,26,6,22,0,148,71,0,185,6
BIRCHWOOD,34,15,16,3,4,1,53,16,0,67,0
BONNY OAKS,310,54,80,31,48,7,347,141,11,424,22
BRAINERD,244,54,40,25,47,3,339,57,5,,
BRAINERD HILLS,147,33,25,16,22,3,189,46,5,,
BUSHTOWN,272,49,58,30,50,1,311,106,7,332,14
COLLEGEDALE A,82,28,18,8,15,0,110,36,2,121,3
COLLEGEDALE B,40,12,7,6,6,0,60,11,0,,
CONCORD A,123,26,18,16,26,0,161,41,1,,
CONCORD B,176,60,22,12,37,2,240,52,2,,
COURTHOUSE,130,25,8,9,23,3,172,25,1,,
DALEWOOD,280,56,91,17,50,6,299,156,12,393,20
DALLAS,130,62,25,23,25,4,222,45,5,242,5
DOWNTOWN,187,47,18,18,35,2,258,45,2,,
DUPONT,188,52,34,27,30,0,273,58,1,291,8
EAST BRAINERD A,161,53,29,18,26,1,228,57,2,,
EAST BRAINERD B,227,66,37,27,46,1,283,107,2,,
EAST CHATTANOOGA,211,40,63,9,33,1,224,102,5,298,12
EAST LAKE,128,22,13,3,21,1,137,39,5,,
EAST RIDGE A,254,63,32,37,37,1,348,63,4,,
EAST RIDGE B,306,97,34,31,55,2,425,85,1,,
EAST RIDGE C,99,30,11,5,23,3,134,29,2,,
EAST RIDGE D,155,49,21,12,29,1,194,66,2,,
,DEM United States Senate,,,,,,"DEM United States House of Representatives, District 3",,,"DEM Tennessee Senate, District 11 District 11",
,VOTE FOR 1,,,,,,VOTE FOR 1,,,VOTE FOR 1,
,92 of 93 Precincts Reporting,,,,,,92 of 93 Precincts Reporting,,,57 of 57 Precincts Reporting,
,Marquita Bradshaw,Maria Brewer,Kevin Lee McCants,Civil Miller-Watkins,Diana Onyejiaka,Write-in Totals,Anna Golladay,Bryan Martin,Write-in Totals,Tim Roberts,Write-in Totals
EASTGATE,304,63,39,24,38,5,351,95,9,,
EASTSIDE,299,67,33,30,32,9,392,68,5,,
FAIRMOUNT,109,52,23,11,10,3,169,41,2,186,2
FALLING WATER A,16,6,0,3,2,0,20,5,0,22,0
FALLING WATER B,34,21,8,3,3,0,56,13,0,67,1
FLAT TOP MOUNTAIN,9,7,2,2,1,0,16,5,0,14,0
GANNS,157,63,12,23,24,3,229,52,3,248,11
GLENWOOD,232,51,42,24,30,3,274,88,2,317,8
HARRISON,214,52,44,15,48,4,279,86,3,330,10
HARRISON BAY,130,58,19,13,23,0,186,51,1,216,6
HIXSON,162,46,26,17,28,1,232,46,0,233,6
HUNTER,159,50,27,13,25,2,217,58,1,247,9
HURRICANE CREEK,257,83,41,25,45,6,337,99,7,,
KINGSPOINT,250,41,38,17,22,1,259,91,2,310,7
LAKE HILLS,202,29,30,19,30,4,210,88,4,256,7
LAKESITE,26,23,8,7,9,0,56,16,0,65,1
LOOKOUT MOUNTAIN,48,30,6,1,7,1,74,17,0,,
LOOKOUT VALLEY,208,58,24,27,34,1,310,44,0,,
LUPTON CITY,276,68,25,30,36,6,365,69,4,390,9
MEADOWVIEW,68,33,12,4,8,0,89,33,0,115,0
MIDDLE VALLEY,70,31,14,14,18,3,115,30,2,131,4
MISSIONARY RIDGE,164,45,21,12,23,1,226,40,1,,
MOUNTAIN CREEK A,285,112,40,42,45,2,433,85,0,463,5
MOUNTAIN CREEK B,110,42,11,17,18,0,161,30,1,173,4
MOUNTAIN CREEK C,16,1,1,4,3,0,20,5,0,,
MOWBRAY A,18,5,4,0,2,0,19,10,0,29,0
MOWBRAY B,12,10,2,2,3,0,22,7,0,27,0
MURRAY HILLS,192,32,31,19,35,0,207,83,1,266,4
,DEM United States Senate,,,,,,"DEM United States House of Representatives, District 3",,,"DEM Tennessee Senate, District 11 District 11",
,VOTE FOR 1,,,,,,VOTE FOR 1,,,VOTE FOR 1,
,92 of 93 Precincts Reporting,,,,,,92 of 93 Precincts Reporting,,,57 of 57 Precincts Reporting,
,Marquita Bradshaw,Maria Brewer,Kevin Lee McCants,Civil Miller-Watkins,Diana Onyejiaka,Write-in Totals,Anna Golladay,Bryan Martin,Write-in Totals,Tim Roberts,Write-in Totals
NORTH CHATTANOOGA A,188,59,26,28,33,1,280,45,2,280,7
NORTH CHATTANOOGA B,90,26,9,11,13,1,133,15,1,,
NORTHGATE,166,63,25,20,26,1,243,57,3,252,7
NORTHSHORE,447,152,46,30,58,2,658,83,4,624,12
NORTHWOODS,284,82,38,38,56,1,404,82,3,420,10
OOLTEWAH,143,51,23,16,34,1,202,55,3,233,8
OOLTEWAH GEORGETOWN,51,21,17,6,8,0,70,28,0,81,2
OOLTEWAH RINGGOLD,208,68,30,19,31,2,269,75,5,,
PLEASANT GROVE A,141,63,31,22,20,1,221,57,3,248,10
PLEASANT GROVE B,22,2,3,2,5,0,30,4,0,34,0
POSSUM CREEK,90,43,18,14,18,0,150,32,0,162,3
RED BANK A,361,106,32,43,43,3,489,83,2,,
RED BANK B,217,52,21,23,43,0,307,48,0,309,3
RED BANK C,192,57,23,29,32,1,261,66,1,277,6
RIDGEDALE,385,70,29,28,63,8,493,73,14,,
RIDGESIDE,46,14,10,6,4,2,67,16,0,69,2
RIVERVIEW,243,67,24,28,28,6,346,47,5,323,13
SALE CREEK,49,19,18,10,11,1,86,20,2,96,1
SAVANNAH BAY,81,44,14,9,10,1,118,38,1,144,2
SEQUOYAH,63,23,17,5,14,0,94,29,0,118,1
SIGNAL MOUNTAIN A,147,63,16,14,19,1,220,38,0,233,1
SIGNAL MOUNTAIN B,251,93,30,48,29,1,370,64,4,379,6
SILVERDALE,79,20,17,10,18,1,107,32,2,,
SODDY DAISY A,80,37,16,15,15,1,131,33,1,143,1
SODDY DAISY B,90,44,16,7,15,1,117,52,1,154,4
SODDY DAISY C,43,18,11,5,9,1,70,14,1,74,2
ST ELMO,443,93,44,36,50,3,607,88,2,,
STUART HEIGHTS,339,92,52,24,46,2,491,61,1,489,5
,DEM United States Senate,,,,,,"DEM United States House of Representatives, District 3",,,"DEM Tennessee Senate, District 11 District 11",
,VOTE FOR 1,,,,,,VOTE FOR 1,,,VOTE FOR 1,
,92 of 93 Precincts Reporting,,,,,,92 of 93 Precincts Reporting,,,57 of 57 Precincts Reporting,
,Marquita Bradshaw,Maria Brewer,Kevin Lee McCants,Civil Miller-Watkins,Diana Onyejiaka,Write-in Totals,Anna Golladay,Bryan Martin,Write-in Totals,Tim Roberts,Write-in Totals
SUMMIT,171,49,42,23,41,4,232,84,7,281,15
TYNER,195,38,31,16,31,1,223,77,4,,
VALLEYBROOK,227,94,44,40,33,3,361,79,2,378,10
WALDEN,60,34,15,4,14,2,107,20,2,118,4
WESTVIEW A,76,29,13,3,15,0,108,22,1,,
WESTVIEW B,136,52,32,14,33,1,204,51,2,,
WOLFTEVER,251,75,63,21,51,2,331,118,3,417,9
WOODMORE,301,48,64,19,35,4,294,134,5,,
Collegedale Property Rights,0,0,0,0,0,0,0,0,0,,
Totals,"14,932","4,266","2,367","1,516","2,393",167,"19,920","4,942",231,"12,842",329
,"DEM Tennessee House of Representatives, District 26 District 26",,,"DEM Tennessee House of Representatives, District 27 District 27",,"DEM Tennessee House of Representatives, District 28 District 28",,"DEM Tennessee House of Representatives, District 29 District 29",
,VOTE FOR 1,,,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,
,31 of 31 Precincts Reporting,,,33 of 33 Precincts Reporting,,27 of 27 Precincts Reporting,,21 of 21 Precincts Reporting,
,Nathan B. Denton,Lucian LaFae,Write-in Totals,Paige Quirin,Write-in Totals,Yusuf A. Hakeem,Write-in Totals,Ryan V. Scofield,Write-in Totals
AIRPORT A,,,,,,56,1,1,1
AIRPORT B,,,,,,147,2,26,1
ALTON PARK,,,,,,376,1,,
APISON B,,,,,,,,30,0
AVONDALE,0,0,0,,,242,2,,
BIRCHWOOD,,,,,,,,67,0
BONNY OAKS,0,0,0,,,536,4,0,0
BRAINERD,,,,,,30,0,,
BRAINERD HILLS,,,,,,27,1,75,5
BUSHTOWN,13,13,1,,,442,2,,
COLLEGEDALE A,,,,,,,,118,4
COLLEGEDALE B,,,,,,,,64,1
CONCORD B,,,,,,,,135,3
COURTHOUSE,10,15,0,,,174,1,,
DALEWOOD,,,,,,527,9,,
DALLAS,144,110,5,0,0,,,,
DOWNTOWN,68,78,0,0,0,150,1,,
DUPONT,146,154,3,,,,,,
EAST BRAINERD B,,,,,,,,85,4
EAST CHATTANOOGA,,,,,,372,6,,
EAST LAKE,,,,,,112,0,,
EASTGATE,,,,,,468,6,,
EASTSIDE,74,74,3,,,293,0,,
FAIRMOUNT,,,,187,2,,,,
FALLING WATER A,5,3,0,17,0,,,,
FALLING WATER B,,,,68,0,,,,
,"DEM Tennessee House of Representatives, District 26 District 26",,,"DEM Tennessee House of Representatives, District 27 District 27",,"DEM Tennessee House of Representatives, District 28 District 28",,"DEM Tennessee House of Representatives, District 29 District 29",
,VOTE FOR 1,,,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,
,31 of 31 Precincts Reporting,,,33 of 33 Precincts Reporting,,27 of 27 Precincts Reporting,,21 of 21 Precincts Reporting,
,Nathan B. Denton,Lucian LaFae,Write-in Totals,Paige Quirin,Write-in Totals,Yusuf A. Hakeem,Write-in Totals,Ryan V. Scofield,Write-in Totals
FLAT TOP MOUNTAIN,,,,15,0,,,,
GANNS,133,125,5,,,,,,
GLENWOOD,,,,,,295,2,,
HARRISON,128,92,5,,,139,4,,
HARRISON BAY,,,,,,,,221,5
HIXSON,121,140,3,0,0,,,,
HUNTER,,,,,,,,249,6
KINGSPOINT,,,,,,358,6,,
LAKE HILLS,,,,,,317,4,,
LAKESITE,33,36,0,,,,,,
LOOKOUT MOUNTAIN,,,,92,1,,,,
LOOKOUT VALLEY,,,,304,9,,,,
LUPTON CITY,148,153,5,90,2,,,,
MEADOWVIEW,,,,,,,,114,0
MIDDLE VALLEY,77,63,2,,,,,,
MOUNTAIN CREEK A,,,,459,2,,,,
MOUNTAIN CREEK B,,,,166,5,,,,
MOUNTAIN CREEK C,,,,23,0,0,0,,
MOWBRAY A,,,,31,0,,,,
MOWBRAY B,,,,29,0,,,,
MURRAY HILLS,,,,,,308,5,,
NORTH CHATTANOOGA A,,,,55,1,257,2,,
NORTH CHATTANOOGA B,,,,,,145,4,,
NORTHGATE,130,140,2,,,,,,
NORTHSHORE,262,245,9,137,2,0,0,,
NORTHWOODS,,,,416,8,,,,
,"DEM Tennessee House of Representatives, District 26 District 26",,,"DEM Tennessee House of Representatives, District 27 District 27",,"DEM Tennessee House of Representatives, District 28 District 28",,"DEM Tennessee House of Representatives, District 29 District 29",
,VOTE FOR 1,,,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,
,31 of 31 Precincts Reporting,,,33 of 33 Precincts Reporting,,27 of 27 Precincts Reporting,,21 of 21 Precincts Reporting,
,Nathan B. Denton,Lucian LaFae,Write-in Totals,Paige Quirin,Write-in Totals,Yusuf A. Hakeem,Write-in Totals,Ryan V. Scofield,Write-in Totals
OOLTEWAH,,,,,,,,237,5
OOLTEWAH GEORGETOWN,,,,,,,,85,2
OOLTEWAH RINGGOLD,,,,,,,,216,6
PLEASANT GROVE A,136,119,2,0,0,,,,
PLEASANT GROVE B,17,17,0,,,,,,
POSSUM CREEK,103,64,2,0,0,,,,
RED BANK A,1,0,0,511,13,,,,
RED BANK B,,,,304,1,,,,
RED BANK C,1,0,0,274,7,,,,
RIDGEDALE,,,,,,569,9,,
RIVERVIEW,159,186,9,,,,,,
SALE CREEK,43,31,1,25,1,,,,
SAVANNAH BAY,,,,,,,,144,3
SEQUOYAH,66,52,0,1,0,,,,
SIGNAL MOUNTAIN A,,,,233,1,,,,
SIGNAL MOUNTAIN B,,,,376,8,,,,
SILVERDALE,,,,,,,,125,5
SODDY DAISY A,0,0,0,142,2,,,,
SODDY DAISY B,3,1,0,144,2,,,,
SODDY DAISY C,3,1,0,67,3,,,,
ST ELMO,,,,445,16,117,3,,
STUART HEIGHTS,267,234,6,2,0,,,,
SUMMIT,,,,,,,,276,14
TYNER,,,,,,,,259,14
VALLEYBROOK,217,193,4,,,,,,
WALDEN,,,,113,3,,,,
,"DEM Tennessee House of Representatives, District 26 District 26",,,"DEM Tennessee House of Representatives, District 27 District 27",,"DEM Tennessee House of Representatives, District 28 District 28",,"DEM Tennessee House of Representatives, District 29 District 29",
,VOTE FOR 1,,,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,
,31 of 31 Precincts Reporting,,,33 of 33 Precincts Reporting,,27 of 27 Precincts Reporting,,21 of 21 Precincts Reporting,
,Nathan B. Denton,Lucian LaFae,Write-in Totals,Paige Quirin,Write-in Totals,Yusuf A. Hakeem,Write-in Totals,Ryan V. Scofield,Write-in Totals
WOLFTEVER,9,10,0,,,,,391,10
WOODMORE,,,,,,479,9,,
Totals,"2,517","2,349",67,"4,726",89,"6,936",84,"2,918",89
,"DEM Tennessee House of Representatives, District 30 District 30",,"DEM State Executive Committeeman, District 10 District 10",,"DEM State Executive Committeeman, District 11 District 11",,,"DEM State Executive Committeewoman, District 10 District 10",
,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,
,25 of 25 Precincts Reporting,,35 of 35 Precincts Reporting,,57 of 57 Precincts Reporting,,,35 of 35 Precincts Reporting,
,Art Rymer,Write-in Totals,Chris Anderson,Write-in Totals,Tahcere Alexander,Ryan V. Scofield,Write-in Totals,Heather McClendon,Write-in Totals
AIRPORT A,,,,,36,11,0,,
AIRPORT B,,,155,3,,,,149,2
ALTON PARK,18,0,303,12,,,,297,11
APISON A,64,2,59,3,,,,63,1
APISON B,92,1,121,1,,,,122,1
AVONDALE,,,,,125,78,2,,
BIRCHWOOD,,,,,34,32,0,,
BONNY OAKS,,,,,302,160,10,,
BRAINERD,331,6,346,12,,,,367,6
BRAINERD HILLS,109,5,210,11,,,,207,8
BUSHTOWN,,,,,226,155,5,,
COLLEGEDALE A,,,,,82,56,0,,
COLLEGEDALE B,,,61,0,,,,62,0
CONCORD A,177,5,176,5,,,,176,7
CONCORD B,123,3,257,5,,,,268,5
COURTHOUSE,,,169,3,,,,164,2
DALEWOOD,0,0,,,278,144,13,,
DALLAS,,,,,120,123,5,,
DOWNTOWN,,,253,10,,,,260,5
DUPONT,,,,,136,154,2,,
EAST BRAINERD A,251,4,246,4,,,,256,2
EAST BRAINERD B,249,7,338,10,,,,347,5
EAST CHATTANOOGA,,,,,204,105,3,,
EAST LAKE,57,5,140,10,,,,150,5
EAST RIDGE A,364,4,354,8,,,,374,2
EAST RIDGE B,454,11,449,10,,,,471,4
,"DEM Tennessee House of Representatives, District 30 District 30",,"DEM State Executive Committeeman, District 10 District 10",,"DEM State Executive Committeeman, District 11 District 11",,,"DEM State Executive Committeewoman, District 10 District 10",
,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,
,25 of 25 Precincts Reporting,,35 of 35 Precincts Reporting,,57 of 57 Precincts Reporting,,,35 of 35 Precincts Reporting,
,Art Rymer,Write-in Totals,Chris Anderson,Write-in Totals,Tahcere Alexander,Ryan V. Scofield,Write-in Totals,Heather McClendon,Write-in Totals
EAST RIDGE C,153,6,151,5,,,,153,3
EAST RIDGE D,228,6,232,3,,,,234,3
EASTGATE,,,414,9,,,,412,8
EASTSIDE,20,0,397,15,,,,399,8
FAIRMOUNT,,,,,85,102,3,,
FALLING WATER A,,,,,12,15,0,,
FALLING WATER B,,,,,23,40,2,,
FLAT TOP MOUNTAIN,,,,,8,9,0,,
GANNS,,,,,105,147,4,,
GLENWOOD,74,1,,,209,127,3,,
HARRISON,,,,,181,164,4,,
HARRISON BAY,,,,,113,114,1,,
HIXSON,,,,,117,132,6,,
HUNTER,,,,,124,126,4,,
HURRICANE CREEK,394,9,384,13,,,,395,8
KINGSPOINT,,,,,203,122,3,,
LAKE HILLS,,,,,172,105,4,,
LAKESITE,,,,,28,40,0,,
LOOKOUT MOUNTAIN,,,92,0,,,,90,0
LOOKOUT VALLEY,,,300,9,,,,301,4
LUPTON CITY,,,,,211,177,9,,
MEADOWVIEW,,,,,54,65,0,,
MIDDLE VALLEY,,,,,61,78,3,,
MISSIONARY RIDGE,237,9,227,8,,,,235,7
MOUNTAIN CREEK A,,,,,224,249,0,,
MOUNTAIN CREEK B,,,,,84,90,3,,
,"DEM Tennessee House of Representatives, District 30 District 30",,"DEM State Executive Committeeman, District 10 District 10",,"DEM State Executive Committeeman, District 11 District 11",,,"DEM State Executive Committeewoman, District 10 District 10",
,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,
,25 of 25 Precincts Reporting,,35 of 35 Precincts Reporting,,57 of 57 Precincts Reporting,,,35 of 35 Precincts Reporting,
,Art Rymer,Write-in Totals,Chris Anderson,Write-in Totals,Tahcere Alexander,Ryan V. Scofield,Write-in Totals,Heather McClendon,Write-in Totals
MOUNTAIN CREEK C,,,24,0,,,,24,0
MOWBRAY A,,,,,12,17,0,,
MOWBRAY B,,,,,13,15,0,,
MURRAY HILLS,,,,,175,106,2,,
NORTH CHATTANOOGA A,,,,,147,133,3,,
NORTH CHATTANOOGA B,,,138,2,,,,140,2
NORTHGATE,,,,,119,150,3,,
NORTHSHORE,,,,,283,344,8,,
NORTHWOODS,,,,,226,198,6,,
OOLTEWAH,1,0,,,116,125,3,,
OOLTEWAH GEORGETOWN,,,,,35,52,2,,
OOLTEWAH RINGGOLD,99,1,301,10,,,,316,7
PLEASANT GROVE A,,,,,108,149,1,,
PLEASANT GROVE B,,,,,15,16,0,,
POSSUM CREEK,,,,,74,89,2,,
RED BANK A,,,486,16,,,,503,9
RED BANK B,,,,,175,148,1,,
RED BANK C,,,,,151,148,2,,
RIDGEDALE,,,488,20,,,,506,13
RIDGESIDE,70,2,,,37,37,2,,
RIVERVIEW,,,,,150,175,6,,
SALE CREEK,,,,,59,40,1,,
SAVANNAH BAY,,,,,76,76,1,,
SEQUOYAH,,,,,60,59,0,,
SIGNAL MOUNTAIN A,,,,,86,138,0,,
SIGNAL MOUNTAIN B,,,,,154,231,2,,
,"DEM Tennessee House of Representatives, District 30 District 30",,"DEM State Executive Committeeman, District 10 District 10",,"DEM State Executive Committeeman, District 11 District 11",,,"DEM State Executive Committeewoman, District 10 District 10",
,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,
,25 of 25 Precincts Reporting,,35 of 35 Precincts Reporting,,57 of 57 Precincts Reporting,,,35 of 35 Precincts Reporting,
,Art Rymer,Write-in Totals,Chris Anderson,Write-in Totals,Tahcere Alexander,Ryan V. Scofield,Write-in Totals,Heather McClendon,Write-in Totals
SILVERDALE,0,0,127,4,,,,123,6
SODDY DAISY A,,,,,61,84,2,,
SODDY DAISY B,,,,,60,91,2,,
SODDY DAISY C,,,,,39,42,1,,
ST ELMO,,,525,30,,,,544,13
STUART HEIGHTS,,,,,221,267,4,,
SUMMIT,,,,,167,130,7,,
TYNER,,,258,10,,,,269,9
VALLEYBROOK,,,,,162,238,1,,
WALDEN,,,,,57,55,3,,
WESTVIEW A,115,3,116,2,,,,116,1
WESTVIEW B,233,6,233,7,,,,239,4
WOLFTEVER,,,,,245,172,5,,
WOODMORE,,,401,11,,,,403,8
Totals,"3,913",96,"8,931",281,"6,840","6,445",159,"9,135",179
,"DEM State Executive Committeewoman, District 11 District 11",,"Circuit Court Judge, Div. 2",,County Mayor,,,"County Commission, District 1 District 1",,
,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,,
,57 of 57 Precincts Reporting,,92 of 93 Precincts Reporting,,92 of 93 Precincts Reporting,,,11 of 11 Precincts Reporting,,
,Lisa Crowder,Write-in Totals,REP Jennifer K. Peck,Write-in Totals,REP Weston Wamp,DEM Mark Herndon,Write-in Totals,REP Gene-o Shipley,DEM Mona Petro,Write-in Totals
AIRPORT A,43,1,45,9,22,64,2,,,
AIRPORT B,,,184,28,136,172,4,,,
ALTON PARK,,,191,52,54,394,4,,,
APISON A,,,388,9,362,105,4,,,
APISON B,,,393,20,317,208,2,,,
AVONDALE,191,4,110,34,29,234,2,,,
BIRCHWOOD,64,1,496,9,458,113,4,,,
BONNY OAKS,438,11,297,71,121,532,2,,,
BRAINERD,,,362,56,219,453,5,,,
BRAINERD HILLS,,,249,39,159,266,0,,,
BUSHTOWN,343,8,180,66,57,487,3,,,
COLLEGEDALE A,121,3,248,19,191,171,1,,,
COLLEGEDALE B,,,250,6,239,84,1,,,
CONCORD A,,,239,27,152,232,2,,,
CONCORD B,,,436,50,344,355,1,,,
COURTHOUSE,,,123,20,49,218,5,,,
DALEWOOD,402,14,223,75,71,527,6,,,
DALLAS,234,6,846,40,704,346,6,694,349,3
DOWNTOWN,,,254,41,145,355,0,,,
DUPONT,277,6,596,52,488,417,5,,,
EAST BRAINERD A,,,558,45,443,342,6,,,
EAST BRAINERD B,,,762,53,649,476,1,,,
EAST CHATTANOOGA,299,5,167,51,48,393,4,,,
EAST LAKE,,,166,27,88,201,0,,,
EAST RIDGE A,,,651,56,467,506,5,,,
EAST RIDGE B,,,702,84,475,592,1,,,
EAST RIDGE C,,,248,23,186,181,0,,,
,"DEM State Executive Committeewoman, District 11 District 11",,"Circuit Court Judge, Div. 2",,County Mayor,,,"County Commission, District 1 District 1",,
,VOTE FOR 1,,VOTE FOR 1,,VOTE FOR 1,,,VOTE FOR 1,,
,57 of 57 Precincts Reporting,,92 of 93 Precincts Reporting,,92 of 93 Precincts Reporting,,,11 of 11 Precincts Reporting,,
,Lisa Crowder,Write-in Totals,REP Jennifer K. Peck,Write-in Totals,REP Weston Wamp,DEM Mark Herndon,Write-in Totals,REP Gene-o Shipley,DEM Mona Petro,Write-in Totals
EAST RIDGE D,,,498,38,397,295,3,,,
EASTGATE,,,259,76,106,490,2,,,
EASTSIDE,,,328,68,146,536,5,,,
FAIRMOUNT,187,3,745,41,657,316,2,,,
FALLING WATER A,24,0,106,2,97,54,0,108,44,0
FALLING WATER B,65,1,318,8,288,105,1,,,
FLAT TOP MOUNTAIN,13,0,187,1,167,42,5,174,41,1
GANNS,235,8,"1,014",47,908,395,9,,,
GLENWOOD,315,4,269,47,104,403,5,,,
